ies,sector ies,caracter ies,departamento domicilio ies,municipio domicilio ies,programa academico,nivel academico,nivel formacion,metodología,sexo,anio,semestre,graduados,matriculados
ISRAEL,ISR,C. TEL AVIV,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,13,150,1,3
COSTA RICA,CRI,C. SAN JOSE,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,01,165,1,1
AFGANISTAN,AFG,C. NUEVA DELHI,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,12,150,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,176,1,1
CANADA,CAN,C. CALGARY,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,162,1,1
BOLIVIA,BOL,C. LA PAZ,ADULTO JOVEN,23,CIENCIAS DE LA SALUD,MEDICINA,NO INDICA,SOLTERO,FEMENINO,13,150,1,1
ESPANIA,ESP,C. BARCELONA,ADULTO JOVEN,23,BELLAS ARTES,DISENIO,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,1
ESPANIA,ESP,C. BILBAO,ADULTO JOVEN,23,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,MASCULINO,13,173,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,23,CIENCIAS SOCIALES Y HUMANAS,ANTROPOLOGIA O ARTES LIBERALES,NO INDICA,SOLTERO,FEMENINO,13,150,1,1
ESPANIA,ESP,C. BARCELONA,ADULTO JOVEN,23,NINGUNA,NINGUNA,NINGUNO,UNION_LIBRE,MASCULINO,13,150,1,1
VENEZUELA,VEN,C. SAN CRISTOBAL,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,13,150,1,3
BELGICA,BEL,C. BRUSELAS,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,12,150,1,3
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO JOVEN,23,CIENCIAS DE LA SALUD,ENFERMERIA,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,4
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,23,BELLAS ARTES,MUSICA,NO INDICA,DESCONOCIDO,MASCULINO,13,150,1,1
ESPANIA,ESP,C. VALENCIA ESP,ADULTO JOVEN,23,AVIACION,AVIACION,PREGRADO - TECNOLOGICO,SOLTERO,FEMENINO,12,150,1,1
SUIZA,CHE,C. BERNA,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,13,150,1,9
ESTADOS UNIDOS,USA,C. BOSTON,ADULTO JOVEN,23,CIENCIAS DE LA SALUD,ENFERMERIA,PREGRADO - TECNICO PROFESIONAL,DESCONOCIDO,FEMENINO,13,150,1,1
VENEZUELA,VEN,C. SAN ANT DE TACHIRA,ADULTO JOVEN,23,CIENCIAS SOCIALES Y HUMANAS,PSICOLOGIA Y AFINES,NO INDICA,SOLTERO,FEMENINO,13,150,1,1
BRASIL,BRA,C. SAO PAULO,ADULTO JOVEN,23,CIENCIAS DE LA EDUCACION,EDUCACION,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,23,CIENCIAS DE LA SALUD,ODONTOLOGIA,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,2
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO JOVEN,23,CIENCIAS DE LA SALUD,MEDICINA,PREGRADO - PROFESIONAL,SOLTERO,MASCULINO,13,150,1,1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,23,BELLAS ARTES,OTRO PROGRAMA DE BELLAS ARTES,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,1
CANADA,CAN,C. OTTAWA,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,12,150,1,1
VENEZUELA,VEN,C. MERIDA VEN,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,13,150,1,3
AUSTRALIA,AUS,C. CANBERRA,ADULTO JOVEN,23,CIENCIAS DE LA EDUCACION,EDUCACION,NO INDICA,SOLTERO,FEMENINO,12,150,1,1
ITALIA,ITA,C. MILAN,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,159,1,1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,23,CIENCIAS DE LA SALUD,OTRO PROGRAMA DE SALUD,NO INDICA,DESCONOCIDO,MASCULINO,13,150,1,1
ESTADOS UNIDOS,USA,C. SAN FRANCISCO,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,12
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,175,1,2
CANADA,CAN,C. CALGARY,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,156,1,1
VENEZUELA,VEN,C. SAN ANT DE TACHIRA,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,13,150,1,3
CANADA,CAN,C. CALGARY,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,166,1,1
ALEMANIA,DEU,C. FRANKFURT,ADULTO JOVEN,23,CIENCIAS SOCIALES Y HUMANAS,PSICOLOGIA Y AFINES,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,1
ESPANIA,ESP,C. BILBAO,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,CASADO,MASCULINO,12,150,1,1
VENEZUELA,VEN,C. BARINAS,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,4
FRANCIA,FRA,C. PARIS,ADULTO JOVEN,23,CIENCIAS SOCIALES Y HUMANAS,DERECHO Y AFINES,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,1
CANADA,CAN,C. CALGARY,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,1
ECUADOR,ECU,C. QUITO,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,UNION_LIBRE,FEMENINO,12,150,1,3
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,01,150,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,170,1,1
VENEZUELA,VEN,C. MERIDA VEN,ADULTO JOVEN,23,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,MASCULINO,12,183,1,1
COSTA RICA,CRI,C. SAN JOSE,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,12,175,1,1
HONDURAS,HND,C. TEGUCIGALPA,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,13,150,1,1
VENEZUELA,VEN,C. SAN ANT DE TACHIRA,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,13,153,1,1
CHILE,CHL,C. ANTOFAGASTA,ADULTO JOVEN,23,NINGUNA,NINGUNA,NINGUNO,SOLTERO,FEMENINO,12,150,1,1
ECUADOR,ECU,C. QUITO,ADULTO JOVEN,23,CIENCIAS DE LA SALUD,ENFERMERIA,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,2
REINO UNIDO,GBR,C. LONDRES,ADULTO JOVEN,23,MATEMATICAS Y CIENCIAS NATURALES,FISICA,NO INDICA,SOLTERO,FEMENINO,12,150,1,2
PERU,PER,C. LIMA,ADULTO JOVEN,23,CIENCIAS DE LA SALUD,TERAPIAS,PREGRADO - TECNICO PROFESIONAL,SOLTERO,FEMENINO,13,150,1,1
ESPANIA,ESP,C. BILBAO,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,CASADO,FEMENINO,13,150,1,1
ESTADOS UNIDOS,USA,C. ATLANTA,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,140,1,1
FEDERACION DE RUSIA,RUS,C. MOSCU,ADULTO JOVEN,23,CIENCIAS SOCIALES Y HUMANAS,DERECHO Y AFINES,NO INDICA,SOLTERO,FEMENINO,12,150,1,1
IRLANDA,IRL,C. DUBLIN,ADULTO JOVEN,23,BELLAS ARTES,DISENIO,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,12,150,1,1
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,13,167,1,1
ESTADOS UNIDOS,USA,C. ATLANTA,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,12,150,1,1
VENEZUELA,VEN,C. VALENCIA VEN,ADULTO JOVEN,23,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,11,155,1,1
ESPANIA,ESP,C. LAS PALMAS DE G.C,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,150,1,1
BELGICA,BEL,C. BRUSELAS,ADULTO JOVEN,23,CIENCIAS DE LA SALUD,MEDICINA,NO INDICA,SOLTERO,FEMENINO,13,150,1,1
ESPANIA,ESP,C. LAS PALMAS DE G.C,ADULTO JOVEN,23,CIENCIAS DE LA SALUD,ENFERMERIA,NO INDICA,SOLTERO,FEMENINO,12,150,1,1
ECUADOR,ECU,C. GUAYAQUIL,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,DESCONOCIDO,MASCULINO,13,150,1,1
HONDURAS,HND,C. TEGUCIGALPA,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,13,150,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,23,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,12,170,1,1
VENEZUELA,VEN,C. CARACAS,ADULTO JOVEN,23,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,12,150,1,1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,32
CHILE,CHL,C. SANTIAGO,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,150,1,1
AUSTRALIA,AUS,C. CANBERRA,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,13,150,1,3
REINO UNIDO,GBR,C. LONDRES,ADULTO JOVEN,23,CIENCIAS SOCIALES Y HUMANAS,CIENCIA POLITICA Y/O RELACIONES INTERNACIONALES,NO INDICA,SOLTERO,MASCULINO,12,150,1,1
VENEZUELA,VEN,C. SAN FNDO ATABAPO,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,13,150,1,3
ESTADOS UNIDOS,USA,C. SAN FRANCISCO,ADULTO JOVEN,23,COCINA Y CULINARIA,COCINA Y CULINARIA,PREGRADO - TECNICO PROFESIONAL,SOLTERO,FEMENINO,12,150,1,1
ECUADOR,ECU,C. QUITO,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,CASADO,FEMENINO,12,150,1,1
ECUADOR,ECU,C. TULCAN,ADULTO JOVEN,23,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,13,150,1,2
SUECIA,SWE,C. ESTOCOLMO,ADULTO JOVEN,23,CIENCIAS DE LA SALUD,OTRO PROGRAMA DE SALUD,NO INDICA,SOLTERO,FEMENINO,12,150,1,1
ALEMANIA,DEU,C. FRANKFURT,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,12,150,1,8
VENEZUELA,VEN,C. MARACAIBO,ADULTO JOVEN,23,CIENCIAS SOCIALES Y HUMANAS,DERECHO Y AFINES,NO INDICA,SOLTERO,FEMENINO,13,150,1,1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,23,CIENCIAS SOCIALES Y HUMANAS,DERECHO Y AFINES,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,1
ECUADOR,ECU,C. STO DOM COLORADOS,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,13,150,1,1
CANADA,CAN,C. CALGARY,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,12,183,1,1
NORUEGA,NOR,C. OSLO,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,13,150,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,23,NO INDICA,AVIACION,NO INDICA,SOLTERO,FEMENINO,12,150,1,2
CANADA,CAN,C. OTTAWA,ADULTO JOVEN,23,NO INDICA,NO INDICA,NO INDICA,SOLTERO,FEMENINO,11,150,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,11,152,1,2
ECUADOR,ECU,C. ESMERALDAS,ADULTO JOVEN,23,NINGUNA,NINGUNA,PRIMARIA,DESCONOCIDO,FEMENINO,13,150,1,1
CANADA,CAN,C. MONTREAL,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,13,150,1,2
ITALIA,ITA,C. MILAN,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,166,1,1
SUECIA,SWE,C. ESTOCOLMO,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,13,175,1,1
ECUADOR,ECU,C. QUITO,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,13,161,1,1
ESPANIA,ESP,C. BILBAO,ADULTO JOVEN,23,CIENCIAS DE LA SALUD,ODONTOLOGIA,NO INDICA,SOLTERO,FEMENINO,12,150,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,23,BELLAS ARTES,DISENIO,PREGRADO - TECNICO PROFESIONAL,SOLTERO,MASCULINO,13,150,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,23,CIENCIAS DE LA SALUD,ENFERMERIA,NO INDICA,SOLTERO,FEMENINO,13,150,1,7
ESPANIA,ESP,C. LAS PALMAS DE G.C,ADULTO JOVEN,23,CIENCIAS SOCIALES Y HUMANAS,OTROS ESTUDIOS EN CIENCIAS SOCIALES Y HUMANAS,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,2
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,11,178,1,1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO JOVEN,23,CIENCIAS DE LA SALUD,MEDICINA,PREGRADO - PROFESIONAL,SOLTERO,MASCULINO,12,150,1,1
FEDERACION DE RUSIA,RUS,C. MOSCU,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,13,150,1,2
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO JOVEN,23,CIENCIAS DE LA SALUD,OTRO PROGRAMA DE SALUD,PREGRADO - TECNICO PROFESIONAL,SOLTERO,FEMENINO,13,150,1,1
CHILE,CHL,C. ANTOFAGASTA,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,13,150,1,77
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO JOVEN,23,CIENCIAS SOCIALES Y HUMANAS,CIENCIA POLITICA Y/O RELACIONES INTERNACIONALES,PREGRADO - PROFESIONAL,SOLTERO,MASCULINO,13,150,1,1
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO JOVEN,23,COCINA Y CULINARIA,COCINA Y CULINARIA,PREGRADO - TECNICO PROFESIONAL,SOLTERO,MASCULINO,13,150,1,1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,13,162,1,1
BRASIL,BRA,C. MANAOS,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,13,150,1,3
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,12,167,1,1
TURQUIA,TUR,C. ANKARA,ADULTO JOVEN,23,NO INDICA,NO INDICA,NO INDICA,SOLTERO,FEMENINO,13,150,1,1
VENEZUELA,VEN,C. VALENCIA VEN,ADULTO JOVEN,23,NINGUNA,NINGUNA,PRIMARIA,DIVORCIADO,FEMENINO,12,150,1,1
REINO UNIDO,GBR,C. LONDRES,ADULTO JOVEN,23,CIENCIAS SOCIALES Y HUMANAS,GEOGRAFIA O HISTORIA,NO INDICA,SOLTERO,MASCULINO,03,150,1,1
CANADA,CAN,C. CALGARY,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,160,1,1
FRANCIA,FRA,C. PARIS,ADULTO JOVEN,23,NINGUNA,NINGUNA,NINGUNO,SOLTERO,FEMENINO,11,150,1,1
FRANCIA,FRA,C. PARIS,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,12,160,1,1
VENEZUELA,VEN,C. MARACAIBO,ADULTO JOVEN,23,CIENCIAS DE LA SALUD,MEDICINA,NO INDICA,SOLTERO,FEMENINO,13,150,1,1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,23,CIENCIAS DE LA SALUD,MEDICINA,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,1
ESTADOS UNIDOS,USA,C. SAN FRANCISCO,ADULTO JOVEN,23,NO INDICA,COCINA Y CULINARIA,NO INDICA,DESCONOCIDO,MASCULINO,13,150,1,1
FRANCIA,FRA,C. PARIS,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,12,163,1,1
SUIZA,CHE,C. BERNA,ADULTO JOVEN,23,AVIACION,AVIACION,PREGRADO - TECNICO PROFESIONAL,SOLTERO,MASCULINO,12,150,1,1
CHILE,CHL,C. SANTIAGO,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,177,1,1
ESTADOS UNIDOS,USA,C. BOSTON,ADULTO JOVEN,23,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,13,150,1,1
CANADA,CAN,C. CALGARY,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,13,150,1,9
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,23,CIENCIAS DE LA SALUD,ENFERMERIA,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,13,150,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,23,CIENCIAS DE LA EDUCACION,EDUCACION,NO INDICA,SOLTERO,FEMENINO,13,150,1,3
ESPANIA,ESP,C. BARCELONA,ADULTO JOVEN,23,CIENCIAS DE LA SALUD,ENFERMERIA,NO INDICA,DESCONOCIDO,MASCULINO,13,150,1,2
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,12,150,1,2
MEXICO,MEX,C. MEXICO,ADULTO JOVEN,23,NINGUNA,NINGUNA,NINGUNO,UNION_LIBRE,MASCULINO,12,150,1,1
ESPANIA,ESP,C. SEVILLA,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,13,150,1,44
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,12,162,1,2
REINO UNIDO,GBR,C. LONDRES,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,13,164,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,23,CIENCIAS DE LA SALUD,SALUD OCUPACIONAL (HSEQ),NO INDICA,CASADO,FEMENINO,12,150,1,1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,12,159,1,2
ESPANIA,ESP,C. VALENCIA ESP,ADULTO JOVEN,23,NO INDICA,COCINA Y CULINARIA,NO INDICA,SOLTERO,MASCULINO,12,150,1,3
PANAMA,PAN,C. PANAMA,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,155,1,1
ESPANIA,ESP,C. SEVILLA,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,12,169,1,1
ESPANIA,ESP,C. SEVILLA,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,12,150,1,1
VENEZUELA,VEN,C. VALENCIA VEN,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,12,172,1,1
CANADA,CAN,C. CALGARY,ADULTO JOVEN,23,CIENCIAS SOCIALES Y HUMANAS,PSICOLOGIA Y AFINES,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,1
ESPANIA,ESP,C. VALENCIA ESP,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,162,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,DIVORCIADO,MASCULINO,13,150,1,1
ESPANIA,ESP,C. BARCELONA,ADULTO JOVEN,23,CIENCIAS DE LA SALUD,MEDICINA,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,1
ECUADOR,ECU,C. NUEVA LOJA,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,13,150,1,2
ECUADOR,ECU,C. NUEVA LOJA,ADULTO JOVEN,23,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,12,170,1,1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,23,BELLAS ARTES,MUSICA,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,1
ESTADOS UNIDOS,USA,C. BOSTON,ADULTO JOVEN,23,CIENCIAS SOCIALES Y HUMANAS,PSICOLOGIA Y AFINES,PREGRADO - TECNOLOGICO,UNION_LIBRE,FEMENINO,12,150,1,1
CHILE,CHL,C. ANTOFAGASTA,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,154,1,1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,23,CIENCIAS DE LA EDUCACION,EDUCACION,NO INDICA,SOLTERO,FEMENINO,13,150,1,1
ITALIA,ITA,C. MILAN,ADULTO JOVEN,23,BELLAS ARTES,DISENIO,PREGRADO - PROFESIONAL,SOLTERO,MASCULINO,13,150,1,1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,UNION_LIBRE,FEMENINO,01,150,1,1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,23,CIENCIAS DE LA SALUD,OTRO PROGRAMA DE SALUD,NO INDICA,SOLTERO,FEMENINO,13,150,1,2
CHILE,CHL,C. SANTIAGO,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,170,1,2
MEXICO,MEX,C. GUADALAJARA,ADULTO JOVEN,23,NO INDICA,COCINA Y CULINARIA,NO INDICA,SOLTERO,MASCULINO,13,150,1,1
CHILE,CHL,C. SANTIAGO,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,UNION_LIBRE,MASCULINO,12,150,1,2
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,23,CIENCIAS SOCIALES Y HUMANAS,DERECHO Y AFINES,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,2
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,11,161,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,11,160,1,2
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO JOVEN,23,CIENCIAS DE LA SALUD,ENFERMERIA,NO INDICA,DESCONOCIDO,FEMENINO,11,155,1,1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,12,150,1,40
ESPANIA,ESP,C. BARCELONA,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,UNION_LIBRE,MASCULINO,13,150,1,3
VENEZUELA,VEN,C. PUERTO ORDAZ,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,13,158,1,1
ESPANIA,ESP,C. PALMA DE MALLORCA,ADULTO JOVEN,23,BELLAS ARTES,MUSICA,PREGRADO - PROFESIONAL,DESCONOCIDO,MASCULINO,01,150,1,1
ESPANIA,ESP,C. PALMA DE MALLORCA,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,164,1,1
ESPANIA,ESP,C. VALENCIA ESP,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,13,170,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,11,163,1,1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,13,172,1,1
PARAGUAY,PRY,C. ASUNCION,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,3
VENEZUELA,VEN,C. SAN CRISTOBAL,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,12,150,1,3
ESTADOS UNIDOS,USA,C. WASHINGTON,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,13,150,1,1
ESPANIA,ESP,C. SEVILLA,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,155,1,1
ESPANIA,ESP,C. LAS PALMAS DE G.C,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,13,178,1,1
ARUBA,ABW,C. ARUBA,ADULTO JOVEN,23,MATEMATICAS Y CIENCIAS NATURALES,FISICA,NO INDICA,DESCONOCIDO,MASCULINO,13,150,1,1
CHILE,CHL,C. SANTIAGO,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,12,150,1,25
